sample_id,chart_id,caption,question,decision,reason,operation,targets
1393,db67d2c2bb172c18ed04accec2ee99101a07a8a5d47879d28ebe6dd7fedf44dd,Historical rating and target price changes for Maybank as of 26-Feb-2024,How many months elapsed between the first and last target price change marked on the chart?,reject,question_not_simple_point_reading,,
1286,dd4651477ec88bfa5719a1768e4e46448979d3084ce013b6c345644bf0c4d053,"Global Manufacturing PMI Trends Across US, China, and Eurozone",What was the PMI value for the US manufacturing sector in July 2020?,accept,primary_clean,direct,July2020
3944,dd4651477ec88bfa5719a1768e4e46448979d3084ce013b6c345644bf0c4d053,"Global Manufacturing PMI Trends Across US, China, and Eurozone",How many months did it take for the US PMI to recover above 50 after the 2020 drop?,reject,question_not_simple_point_reading,,
9572,dda21a383b402bc6f62c87e6f12704781c9dcd18144d60148c2d4cbd5f770eb8,5y Implied vs Realised Skew for NZDUSD Currency Pair Analysis,Calculate the slope of the dotted line fitted to the 'Higher forward' data points. What is the approximate value?,reject,question_not_simple_point_reading,,
1561,ddb7e37eb971c00b6cbfce252a45c9766fcc6d05f67a5628856a1e0459cb77fe,"Gland Pharma Stock Price, Target Price and Recommendation Changes as of 14-Feb-2024",What is the approximate total change in stock price from January 2021 to January 2024?,reject,question_not_simple_point_reading,,
5592,df8fd66d302df6cbcc861461e31b161d22f139dfbb49b06136db3672347b51e1,Fig. 10: Diagnostics Revenue Over Time (INR Mn),What was the total diagnostic revenue from 2020 to 2023?,reject,question_not_simple_point_reading,,
1246,dfa9fdd389c68d88ed62bfb7aa2338ae052ea8c0efb2e51a66182906cdd5b02b,Petronas Chemicals stock rating and target price history chart,Calculate the price difference between the highest and lowest closing prices over the period.,reject,question_not_simple_point_reading,,
1179,dfd942df17243df0c34834e70e3a783ba58d818e78dd2414fb132e4e8f568809,Fig. 14: Total Bulkcarrier Suez Canal Transits,Calculate the approximate decrease in GT from the peak in November 2023 to late January 2024.,reject,question_not_simple_point_reading,,
1566,e059927f5abaccdc035c218555c2c083281f712d2a7b692d48ef74a24c1dadeb,Q Technology stock performance with target price changes and recommendation changes since 2021.,What was the approximate decrease in Q Technology’s stock price from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
5179,e059927f5abaccdc035c218555c2c083281f712d2a7b692d48ef74a24c1dadeb,Q Technology stock performance with target price changes and recommendation changes since 2021.,What was the approximate closing price of Q Technology stock at the beginning of 2022?,reject,target_is_interval_or_boundary_not_point,,
6877,e0b32a7b6a6fe28f7a6a7308e9dd6cc3ef70903cf1a4b15a89037b9cef6c5526,"Vodafone Idea - Price, Target, and Recommendation Changes (As of 27-Feb-2024, Currency = INR)",What is the percentage change in the closing price of Vodafone Idea from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
1511,e0caa727e887dc896c865a9495d902e9a6c52407ec101fc5a95d3a8816f736ad,Figure 29: Outstanding Commercial Papers (CP) from June 2022 to January 2024 in INR billion,What is the approximate percentage change in commercial paper outstanding from June 2022 to January 2024?,accept,primary_clean,growth_rate,June2022 | January2024
6789,e150eb694f6cba64f636c70521d1c6b73ee0fea9d82b96388969c1fdeee612ec,"Stock performance chart for JD.com, displaying closing prices, target price changes, and recommendation changes from July 2021 to March 2024.",Calculate the approximate percentage decrease in JD.com's closing price from July 2021 to March 2024.,accept,exploratory_annotated,growth_rate,July2021 | March2024
9408,e150eb694f6cba64f636c70521d1c6b73ee0fea9d82b96388969c1fdeee612ec,"Stock performance chart for JD.com, displaying closing prices, target price changes, and recommendation changes from July 2021 to March 2024.",Calculate the approximate percentage decrease in JD.com's closing price from July 2021 to March 2024.,reject,one_question_per_chart,,
1154,e2f9539e4e5cacd1513ee511e53482ce3e2a02936a555049cacb4c4ac4443020,Fig. 3: Domestic formulation sales (INR mn) with 4-period moving average,Calculate the approximate increase in domestic formulation sales from 1Q FY16 to 3Q FY24 in INR mn.,reject,possible_bar_or_bar_line_combination,,
9466,e3dc86fcb346df8aa27ad1abfa0a62f8ea68fb4b5208a2035083616ba8df8ead,SK Hynix price and rating changes over time,Calculate the approximate percentage change in closing price from July 2021 to January 2022.,accept,exploratory_annotated,growth_rate,July2021 | January2022
2192,e41277a14c7a4b7ed5c4b09d2cf60fab65c04554a90c3661660c5a97a74e31e3,China Vanke - H stock performance and target price history over the past three years.,What is the total approximate decline in stock price from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
6941,e41877e9fd9da70dc11507540363b3cc54e1bec57bf352faa91990d50fbd409b,"TVS Motor stock performance, target price changes, and recommendation changes as of 24-Jan-2024",Calculate the approximate percentage increase in the stock price from July 2021 to January 2024.,accept,exploratory_annotated,growth_rate,July2021 | January2024
7602,e47dd61b9a96a517f32ccf9c83d63f7a55c644fa2c351e99ce72aa53b1ff94e4,"Source: Company data, Nomura estimates",What is the difference between the highest and lowest values of Consumer (INR mn)?,reject,question_not_simple_point_reading,,
1522,e633813ad2cdc952c5fdaeb0da12ebcc663092c0716234b2ce5c8319cc461e1a,"Axis Bank's stock performance chart showing closing prices, target price changes, and recommendation changes over a three-year period.",Calculate the approximate percentage increase in the closing price from July 2021 to January 2024.,accept,exploratory_annotated,growth_rate,July2021 | January2024
5378,e73e17ca86be616a6c6cd8fce7aca119698255433d0869c54a04a3a1f4a6b94b,China Life Insurance as of 19-Mar-2024 closing price against target price changes and recommendation changes,"Based on the PB ratio of 0.78, what is the implied book value per share if the target price is HKD 14.76?",reject,question_not_simple_point_reading,,
3819,e859cdc8460d2bf5b349e65d4659ba598c3865ac7286bab6701b7f7d8f73b318,"Akeso stock performance with closing price, target price changes, and recommendation changes (July 2021 - March 2024)",What was the closing price of Akeso on 2023/07/01?,reject,question_not_simple_point_reading,,
6171,e859cdc8460d2bf5b349e65d4659ba598c3865ac7286bab6701b7f7d8f73b318,"Akeso stock performance with closing price, target price changes, and recommendation changes (July 2021 - March 2024)",What is the closing price difference between 2021/07/01 and 2024/01/01?,reject,question_not_simple_point_reading,,
10535,e9650c07e05ec8ed6ca917cf1bdaf25e6d5a5aebe841706873a6c20af33e000d,"Fortis Healthcare stock price, target price changes, and recommendation changes over a three-year period",Calculate the approximate percentage increase in the closing price from July 2021 to February 2024.,accept,exploratory_annotated,growth_rate,July2021 | February2024
4048,e9c03ff0d09a0045a747c7a12d6bde371ebc7c8e9d636c9d8e3481d966124398,Historical stock performance and target price changes for China Construction Bank (939 HK),What is the approximate difference between the closing prices on 2021/07/01 and 2024/01/01?,reject,question_not_simple_point_reading,,
10565,ea9e0a306c0d710eaee791a4eb80128073de473efce727784a10c1f84836fd21,MGL – Per unit EBITDA margin trend over time,What is the approximate difference in EBITDA between 1QFY24 and 1QFY23?,reject,possible_bar_or_bar_line_combination,,
4740,eac2436b964ad1afad3fe2fb809892e756612bb9a968e4aea35a6f5094b8965b,Fig. 3: Torrent vs IPM: Year-over-Year Percent Growth,Calculate the average growth of IPM from FY16 to FY20.,reject,question_not_simple_point_reading,,
10722,eb4fdd3e70d5964c0b317a8081f90b90bd32b45f8aee33afcd38285115cc04c3,10-Year Sovereign Rates Correlation Index Over Time,What is the approximate average value of the 10-year rates correlation index between 2005 and 2015?,reject,question_not_simple_point_reading,,
2043,ebf2596eca4114aef68fa6068d47dbd60275fc4db276e04da22592d7c6e3b1ec,"Historical stock performance of HDFC Bank showing closing prices, target price changes, and recommendation changes from LSEG and Nomura",Calculate the difference between the highest and lowest closing prices shown on the chart.,reject,question_not_simple_point_reading,,
8511,ed7c202597333d3590e04b85401094991b34c96b253896d781290f9e6c6322e7,HDFC Life Insurance stock performance chart with target price and recommendation changes,What was the closing price difference between 2023/01/01 and 2024/01/01?,reject,question_not_simple_point_reading,,
7454,ee6df5a23da64cc283d229bd56394635df9a5b7b1fe0b69d036b84d07bd7424e,"Source: Bloomberg, Nomura research",What is the approximate value of the chart at the end of January 2024?,reject,target_is_interval_or_boundary_not_point,,
4946,ee9c54bf5049ec7858f56705902b88c20d8516d9c82fdbe67a7cd839fbd73740,"Tech Mahindra stock price chart with target price changes and recommendation changes as of January 24, 2024.",Calculate the percentage change in Tech Mahindra's stock price from its peak in late 2021 to January 2024.,reject,question_not_simple_point_reading,,
3340,eeb66e26c95372651b8a314efcb803997a68afb4ed31bdaa56793d6c9b02e8e6,"Dr Reddy's Laboratories - Closing Price, Target Price Changes, and Recommendation Changes (as of 22-Feb-2024)",Calculate the percentage increase in closing price from 2021/07/01 to 2024/01/01.,reject,question_not_simple_point_reading,,
6281,eef81451e70402c0a0768b4d9c7fd4cf8d1189313bc01ff69452bb702e36d1bb,Kingdee stock performance and target price changes from July 2021 to February 2024,What was the approximate percentage decrease in Kingdee’s closing price from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
6680,eef81451e70402c0a0768b4d9c7fd4cf8d1189313bc01ff69452bb702e36d1bb,Kingdee stock performance and target price changes from July 2021 to February 2024,What is the approximate average closing price between 2021/07/01 and 2023/07/01?,reject,question_not_simple_point_reading,,
10780,ef9e195e77fc3e23a6f2d2268266d2d4b7b844b22acdc3ddf429c51b72bf1819,"Doosan Fuel Cell closing prices, target price changes, and recommendation changes as of February 14, 2024, in KRW.",Calculate the approximate decline in closing price from the peak in 2021 to February 2024.,reject,question_not_simple_point_reading,,
2453,efe20d09daf419882d8fdf95c650a9c1e03db55ecb0f8ac270d4eac434fcc185,For explanation of ratings refer to the stock rating keys located after the chart,What is the price difference between the highest and lowest closing prices in 2023?,reject,question_not_simple_point_reading,,
1608,f123dfc886c11e95a7c241c5dcd73682f90fe68df8564beada52749a26575733,"Shriram Finance – P/BV trends, priced as of 25 Jan 2024",Calculate the approximate percentage increase of P/BV from its lowest point to January 2024.,reject,question_not_simple_point_reading,,
2886,f13763092f65a4d3652252a3c5eaded30b897e6b1e09e108f9bbc02f46c8d6ba,Fig. 4: MarFA™ Macro – JP Autos vs JP Banks,What is the approximate difference between the peak values of the two series in October 2023?,reject,question_not_simple_point_reading,,
3684,f22ac825f69b27892e8fed1e638a5bb82911974a8829986efede733fdef45c12,ASMedia Technology Inc. stock performance and recommendations over time,"Calculate the approximate percentage increase needed for the closing price to reach the target price of TWD 2,500 from TWD 1,885.",reject,question_not_simple_point_reading,,
7288,f27af9f61784027b0426ccbde32cca0500c50d5a289c0330fcad422c785c4642,JD.com three-year rating and target price history chart as of 24-Jan-2024,What is the approximate difference between the target price at 2022/07/01 and 2023/07/01?,reject,question_not_simple_point_reading,,
8422,f312b83f888da1a2ed92c1c63def34838345c1d4348fd4500a13e3e7dc4dd516,Hong Kong Exchanges and Clearing: Historical Closing and Target Price Chart with Recommendation Changes as of 18-Mar-2024,"What is the approximate decrease in closing price from its highest point in 2021 to its lowest point in 2022, in HKD?",reject,question_not_simple_point_reading,,
7877,f36a216191954e5bec7910a590f129bff6b11a1893564dcf92ee360f0bad1890,"Wuxi Bio - Closing Price, Target Price Change, and Recommendation Changes (As of 26-Jan-2024)",What is the difference in closing price between 2022/01/01 and 2023/07/01?,reject,question_not_simple_point_reading,,
7542,f41eb5eab7f7a7c28019bdc2bbc9d47f17bc8d4cc38002282967b275f1231c31,Eicher Motors closing prices and target price recommendations over three years.,Calculate the approximate average closing price over the first half of 2023.,reject,question_not_simple_point_reading,,
1715,f4af7a617b76834c08f761fd2b12ce288616c16a2fdf8defdbfe626ab719130f,"Fig. 7: Europe sales (INR mn). Strong y-y growth driven by respiratory portfolio. Source: Company data, Nomura estimates",What is the average sales value for Europe in FY24 until 2QFY24?,reject,question_not_simple_point_reading,,
1791,f624894a5bf9baec3035b2987f2d4b3692397087b22826530fba0ceeae80f690,"Shinsegae stock price and target price changes over time, as of 14-Feb-2024",What is the approximate percentage change in Shinsegae's closing price from the start to the end of the time period covered by the chart?,reject,question_not_simple_point_reading,,
4191,f9da93c3ba776e14247e2d81df20af10ec2d2b640825e64520fb4fbae36f6f85,"Hindustan Petroleum Corporation stock performance, target price changes, and recommendation changes over time",What is the percentage increase in stock price from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
5948,f9da93c3ba776e14247e2d81df20af10ec2d2b640825e64520fb4fbae36f6f85,"Hindustan Petroleum Corporation stock performance, target price changes, and recommendation changes over time",By how much did the stock price increase between 2021/07/01 and 2024/01/01?,reject,question_not_simple_point_reading,,
9545,fa6d80afd24b7bc048e1b7f22c5e111ce26b067549281c253321d26f9c65d9fb,Fig. 25: Lupin: gProlensa market share,What is the difference in Lupin's market share between 5-Jan-24 and 26-Jan-24?,reject,question_not_simple_point_reading,,
4663,fa73a728b707cb3ed12a00c5466ff131dadd894994ff487417299cb50dad0b1f,"Federal Bank's price, target price, and recommendation changes over time",What is the average closing price of Federal Bank between 2022/01/01 and 2023/01/01?,reject,question_not_simple_point_reading,,
665,fac72504a34fc2bf05291c958dd4b6d90a6470a327c60472c2fde438c28917ce,Malaysia: Quarterly manufacturing GDP,What is the total growth percentage from 1Q21 to 1Q22?,reject,question_not_simple_point_reading,,
6358,fb91a8e3db3d24ead7853e8d05292918e4e3566df23690fd9fb1728c8d56c0b0,Closing and target price history with recommendation changes for Voltas as of 15-Feb-2024,Calculate the average closing price of Voltas for the years 2021 and 2023 based on the visible chart.,reject,question_not_simple_point_reading,,
7335,fc51e630b73a8dfd91f417fda6d9de087ab6fe1f5fbef76cf9915faad27cfa12,Zhejiang Jingsheng Mechanical & Electrical stock performance over time.,Calculate the price difference between 2023/01/01 and 2023/07/01.,reject,question_not_simple_point_reading,,
2165,fcb980c3218d3e09cea49f5750d5f5ba5892a395224acdf2ccfb216cc018e09b,Medplus Health Services Stock Performance Chart (As of 08-Feb-2024),What was the closing price of the stock on 2021/07/01?,reject,question_not_simple_point_reading,,
10271,fd25fdf94ba81da00fac1d98017f41bf754f37e3b7c738eb615e464e2943d04e,"Gujarat Gas three-year history of closing prices, target price changes, and recommendation changes as of 15-Feb-2024 (INR)",Calculate the percentage change in the closing price from July 2021 to February 2024.,accept,exploratory_annotated,growth_rate,July2021 | February2024
7698,fd5cc6a4dfa78d4d7c0e18bba58ca1448ada451be609303e664c606aba544052,"ICICI Prudential Life Insurance - Stock Price, Target Price, and Recommendation Changes over Three Years",What is the total change in stock price from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
30,ff21ef41e42dcf5f8e584fb501de36a1fc3e89ae3f6d2f7e7571c1d6bed58f73,2y Rates Correlation Index from 2000 to 2024,What was the value of the 2y Rates Correlation Index around 2012?,reject,question_not_simple_point_reading,,
1926,ff21ef41e42dcf5f8e584fb501de36a1fc3e89ae3f6d2f7e7571c1d6bed58f73,2y Rates Correlation Index from 2000 to 2024,What is the average value of the 2y Rates Correlation Index from 2010 to 2015?,reject,question_not_simple_point_reading,,
3237,ff2207b98bef949def145047a95f743705646b254158b9712626bf0dbcbc393d,China game licenses issuance and monthly average approval (by year),What is the percentage increase in the number of licenses issued from October 2023 to January 2024?,reject,possible_bar_or_bar_line_combination,,
10323,ff2207b98bef949def145047a95f743705646b254158b9712626bf0dbcbc393d,China game licenses issuance and monthly average approval (by year),How much higher is the game license issuance in January 2024 compared to January 2023?,reject,possible_bar_or_bar_line_combination,,
10503,ffbe6d856bf148b7b4d11982cbd50f7be88e26b7801c5407d8ef57c3f152e52f,Spodumene concentrate (6%) price trend in China,What was the approximate average monthly decrease in spodumene prices from July 2023 to January 2024?,reject,question_not_simple_point_reading,,
