sample_id,chart_id,chart_kind,question_type,operation,question,status,failure_stage,semantic_targets,detected_x_labels,selected_targets,y_axis_ticks,geometry_values,numeric_answer,reasoning,geometry_prediction,gold,tolerance,geometry_correct,raw_vlm_correct,fallback_correct
3443,0a18569ffe2d8c20481f51cfafe83f5a3c1ee0e243fcd92d2c6dc58f415a44fd,bar,single_choice,direct,What is the projected YoY growth for global chip sales in 2024?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,D,,0,0,0
3617,5aeeaeb4bfcb3178dcf736093a5fdecce03453923b1b87c86d03bc0c47947570,bar,single_choice,direct,What was the gross margin in Dec. 2021?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,A,,0,1,1
3647,816025c1cd5d4559b5709d33e9fe5a6f2fd61b90ebaea1c1716ec73cc83e4800,line,single_choice,direct,What was the EBITDA margin for Q3FY21?,success,,"[""Q3FY21""]","[""3QFY21""]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 44, ""median_residual"": 0.14512666962756526, ""side"": ""all"", ""slope"": -0.5562862233638244, ""target_y"": 111.74230088364479, ""x_max"": 398.0, ""x_min"": 351.0}, {""inlier_count"": 23, ""median_residual"": 0.39699889776056807, ""side"": ""left"", ""slope"": -0.5096144127061937, ""target_y"": 112.13257727870128, ""x_max"": 374.0, ""x_min"": 351.0}, {""inlier_count"": 24, ""median_residual"": 0.12050392954812139, ""side"": ""right"", ""slope"": -0.5647480352259364, ""target_y"": 111.83927769379382, ""x_max"": 398.0, ""x_min"": 375.0}], ""local_columns"": 48, ""local_fit_residual_pixels"": 0.12050392954812139, ""method"": ""auto_x_local_line_fit"", ""point"": [374.5, 111.98592748624755], ""score"": 0.8924555939784, ""search_window"": [351.0, 398.0], ""target_x"": 374.5, ""target_y"": 111.98592748624755, ""window_half_width"": 22.8}]","[{""bbox"": [18.0, 18.0, 83.0, 43.0], ""confidence"": 0.9957453779181454, ""pixel_y"": 30.5, ""text"": ""25.0%"", ""value"": 25.0}, {""bbox"": [18.0, 98.0, 83.0, 125.0], ""confidence"": 0.9637002479904815, ""pixel_y"": 111.5, ""text"": ""20.0%"", ""value"": 20.0}, {""bbox"": [18.0, 180.0, 85.0, 205.0], ""confidence"": 0.9991824741086277, ""pixel_y"": 192.5, ""text"": ""15.0%"", ""value"": 15.0}, {""bbox"": [18.0, 260.0, 85.0, 286.0], ""confidence"": 0.9985685580430762, ""pixel_y"": 273.0, ""text"": ""10.0%"", ""value"": 10.0}, {""bbox"": [30.0, 340.0, 85.0, 366.0], ""confidence"": 0.925101101398468, ""pixel_y"": 353.0, ""text"": ""5.0%"", ""value"": 5.0}, {""bbox"": [28.0, 422.0, 83.0, 446.0], ""confidence"": 0.9966985960361432, ""pixel_y"": 434.0, ""text"": ""0.0%"", ""value"": 0.0}, {""bbox"": [23.0, 502.0, 83.0, 528.0], ""confidence"": 0.7107249671305771, ""pixel_y"": 515.0, ""text"": ""-5.0%"", ""value"": -5.0}]",[19.96542894219496],19.96542894219496,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 19.96542894219496, ""option_values"": [[""A"", 20.0, ""20%""], [""B"", 15.0, ""15%""], [""C"", 10.0, ""10%""], [""D"", 18.0, ""18%""]], ""selected_option"": ""A""}",A,A,,1,1,1
3737,2c7c07120c9c5ae3238d365c820057f588922af15a4a05a430d3b493fba50089,line,single_choice,direct,What is the gross margin value for 4QFY21?,success,,"[""4QFY21""]","[""4QFY21""]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 23, ""median_residual"": 0.014253814093137862, ""side"": ""all"", ""slope"": 0.0022000630692949235, ""target_y"": 369.0099468796691, ""x_max"": 710.0, ""x_min"": 686.0}, {""inlier_count"": 13, ""median_residual"": 5.684341886080802e-14, ""side"": ""left"", ""slope"": -1.547855014467022e-14, ""target_y"": 368.99999999999994, ""x_max"": 698.0, ""x_min"": 686.0}, {""inlier_count"": 11, ""median_residual"": 0.035956000345777284, ""side"": ""right"", ""slope"": 0.010395541254295489, ""target_y"": 368.9640439996542, ""x_max"": 710.0, ""x_min"": 698.0}], ""local_columns"": 25, ""local_fit_residual_pixels"": 5.684341886080802e-14, ""method"": ""auto_x_local_line_fit"", ""point"": [698.0, 368.9820219998271], ""score"": 0.9999999999999432, ""search_window"": [686.0, 710.0], ""target_x"": 698.0, ""target_y"": 368.9820219998271, ""window_half_width"": 12.0}]","[{""bbox"": [20.0, 20.0, 86.0, 45.0], ""confidence"": 0.9599925785394017, ""pixel_y"": 32.5, ""text"": ""66.0%"", ""value"": 66.0}, {""bbox"": [20.0, 66.0, 86.0, 93.0], ""confidence"": 0.6439130770554159, ""pixel_y"": 79.5, ""text"": ""64.0%"", ""value"": 64.0}, {""bbox"": [20.0, 114.0, 86.0, 141.0], ""confidence"": 0.988223649762563, ""pixel_y"": 127.5, ""text"": ""62.0%"", ""value"": 62.0}, {""bbox"": [20.0, 164.0, 86.0, 189.0], ""confidence"": 0.9801640848911042, ""pixel_y"": 176.5, ""text"": ""60.0%"", ""value"": 60.0}, {""bbox"": [20.0, 210.0, 86.0, 237.0], ""confidence"": 0.9497334858034913, ""pixel_y"": 223.5, ""text"": ""58.0%"", ""value"": 58.0}, {""bbox"": [20.0, 258.0, 86.0, 285.0], ""confidence"": 0.8325328105596398, ""pixel_y"": 271.5, ""text"": ""56.0%"", ""value"": 56.0}, {""bbox"": [20.0, 306.0, 86.0, 333.0], ""confidence"": 0.9652881486377245, ""pixel_y"": 319.5, ""text"": ""54.0%"", ""value"": 54.0}, {""bbox"": [20.0, 354.0, 86.0, 381.0], ""confidence"": 0.9827551683555568, ""pixel_y"": 367.5, ""text"": ""52.0%"", ""value"": 52.0}]",[51.93472922247324],51.93472922247324,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 51.93472922247324, ""option_values"": [[""A"", 58.5, ""58.5%""], [""B"", 60.5, ""60.5%""], [""C"", 61.0, ""61.0%""], [""D"", 62.5, ""62.5%""]], ""selected_option"": ""A""}",A,B,,0,1,0
3864,4f95cde90759a129a37dec9b9c972927e8b0bb2647b3dbb2e35b24df0aed7ece,line,numerical,direct,What is the net credit charge value in 1Q19?,success,,"[""1Q19""]","[""1Q19-""]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 67, ""median_residual"": 2.0618505507208056, ""side"": ""all"", ""slope"": -0.2198043435356582, ""target_y"": 361.3777581363505, ""x_max"": 554.0, ""x_min"": 462.0}, {""inlier_count"": 47, ""median_residual"": 3.5773335561160025, ""side"": ""left"", ""slope"": 0.5291144222497779, ""target_y"": 370.7229056673649, ""x_max"": 508.0, ""x_min"": 462.0}, {""inlier_count"": 47, ""median_residual"": 1.3128160347056337, ""side"": ""right"", ""slope"": -0.47637960445350563, ""target_y"": 365.86800021284586, ""x_max"": 554.0, ""x_min"": 508.0}], ""local_columns"": 93, ""local_fit_residual_pixels"": 1.3128160347056337, ""method"": ""auto_x_local_line_fit"", ""point"": [508.0, 368.2954529401054], ""score"": 0.4323733427104487, ""search_window"": [462.0, 554.0], ""target_x"": 508.0, ""target_y"": 368.2954529401054, ""window_half_width"": 45.12}]","[{""bbox"": [32.0, 30.0, 97.0, 68.0], ""confidence"": 0.9999921538953669, ""pixel_y"": 49.0, ""text"": ""180"", ""value"": 180.0}, {""bbox"": [32.0, 73.0, 95.0, 111.0], ""confidence"": 0.9991122036671156, ""pixel_y"": 92.0, ""text"": ""160"", ""value"": 160.0}, {""bbox"": [32.0, 117.0, 95.0, 155.0], ""confidence"": 0.9999963522485745, ""pixel_y"": 136.0, ""text"": ""140"", ""value"": 140.0}, {""bbox"": [32.0, 160.0, 95.0, 198.0], ""confidence"": 0.9999968340269625, ""pixel_y"": 179.0, ""text"": ""120"", ""value"": 120.0}, {""bbox"": [32.0, 201.0, 95.0, 241.0], ""confidence"": 0.9998617996445325, ""pixel_y"": 221.0, ""text"": ""100"", ""value"": 100.0}, {""bbox"": [48.0, 245.0, 97.0, 286.0], ""confidence"": 0.9999681371312066, ""pixel_y"": 265.5, ""text"": ""80"", ""value"": 80.0}, {""bbox"": [48.0, 288.0, 95.0, 327.0], ""confidence"": 0.9993051534890667, ""pixel_y"": 307.5, ""text"": ""60"", ""value"": 60.0}, {""bbox"": [49.0, 331.0, 95.0, 367.0], ""confidence"": 0.47795391624348865, ""pixel_y"": 349.0, ""text"": ""40"", ""value"": 40.0}, {""bbox"": [48.0, 374.0, 95.0, 411.0], ""confidence"": 0.9999947737947846, ""pixel_y"": 392.5, ""text"": ""20"", ""value"": 20.0}, {""bbox"": [70.0, 420.0, 96.0, 453.0], ""confidence"": 0.9999983310706426, ""pixel_y"": 436.5, ""text"": ""0"", ""value"": 0.0}]",[31.557750197252915],31.557750197252915,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 31.557750197252915}",31.557750197252915,40,1.0,0,0,0
3993,a4e74ae1c571e199340688ce336223c6ac0f7d0f6419fcb47989736f7319815f,bar,single_choice,direct,What was the approximate inventory value at 4Q21?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,B,,0,0,0
4021,c7bee68691b74726a750b1d71e85c7c7e8e5ad3e176aa07e47ae2780159c79c0,line,single_choice,direct,What was the approximate value of the Arab Light-Heavy differential in Oct-21?,success,,"[""Oct-21""]","[""Oct-21""]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 63, ""median_residual"": 3.4942752532125496, ""side"": ""all"", ""slope"": 0.2256518067662778, ""target_y"": 305.0477656299254, ""x_max"": 344.0, ""x_min"": 272.0}, {""inlier_count"": 36, ""median_residual"": 2.966025157411991, ""side"": ""left"", ""slope"": 0.6692148525159208, ""target_y"": 315.3350330926349, ""x_max"": 308.0, ""x_min"": 272.0}, {""inlier_count"": 36, ""median_residual"": 0.8982769166025264, ""side"": ""right"", ""slope"": -0.23588045700765334, ""target_y"": 315.5594078847862, ""x_max"": 344.0, ""x_min"": 308.0}], ""local_columns"": 73, ""local_fit_residual_pixels"": 0.8982769166025264, ""method"": ""auto_x_local_line_fit"", ""point"": [308.0, 315.4472204887105], ""score"": 0.5267935311512754, ""search_window"": [272.0, 344.0], ""target_x"": 308.0, ""target_y"": 315.4472204887105, ""window_half_width"": 36.0}]","[{""bbox"": [42.0, 83.0, 61.0, 108.0], ""confidence"": 0.9999954700521272, ""pixel_y"": 95.5, ""text"": ""5"", ""value"": 5.0}, {""bbox"": [42.0, 144.0, 60.0, 172.0], ""confidence"": 0.9999992847443906, ""pixel_y"": 158.0, ""text"": ""4"", ""value"": 4.0}, {""bbox"": [39.0, 199.0, 64.0, 230.0], ""confidence"": 0.9999976158156301, ""pixel_y"": 214.5, ""text"": ""3"", ""value"": 3.0}, {""bbox"": [40.0, 259.0, 61.0, 300.0], ""confidence"": 0.9999988079074598, ""pixel_y"": 279.5, ""text"": ""2"", ""value"": 2.0}, {""bbox"": [45.0, 323.0, 57.0, 341.0], ""confidence"": 0.9992965505268927, ""pixel_y"": 332.0, ""text"": ""1"", ""value"": 1.0}, {""bbox"": [30.0, 436.0, 67.0, 467.0], ""confidence"": 0.9994459063461517, ""pixel_y"": 451.5, ""text"": ""(1)"", ""value"": -1.0}]",[1.3143909298446594],1.3143909298446594,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 1.3143909298446594, ""option_values"": [[""A"", 0.5, ""USD 0.5/bbl""], [""B"", 2.0, ""USD 2.0/bbl""], [""C"", 1.0, ""USD 1.0/bbl""], [""D"", 3.5, ""USD 3.5/bbl""]], ""selected_option"": ""C""}",C,C,,1,1,1
4126,628430676c97e837a9bf4ba214a35e1acaff8332db184dad44f709849abdd605,line,single_choice,direct,What was the approximate value of the UN Food and Agriculture Price Index in December 2018?,success,,"[""December2018""]",[null],"[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 92, ""median_residual"": 2.225477913840905, ""side"": ""all"", ""slope"": 0.16229298726643346, ""target_y"": 770.5839422080364, ""x_max"": 308.0, ""x_min"": 195.0}, {""inlier_count"": 52, ""median_residual"": 1.5331826491805032, ""side"": ""left"", ""slope"": 0.026632668070610724, ""target_y"": 766.2595603277807, ""x_max"": 251.0, ""x_min"": 195.0}, {""inlier_count"": 43, ""median_residual"": 0.669144145704081, ""side"": ""right"", ""slope"": 0.4788992999930349, ""target_y"": 757.5480315960767, ""x_max"": 308.0, ""x_min"": 252.0}], ""local_columns"": 114, ""local_fit_residual_pixels"": 0.669144145704081, ""method"": ""auto_x_local_line_fit"", ""point"": [251.5, 761.9037959619287], ""score"": 0.5991094313656047, ""search_window"": [195.0, 308.0], ""target_x"": 251.5, ""target_y"": 761.9037959619287, ""window_half_width"": 56.32}]","[{""bbox"": [21.0, 99.0, 87.0, 139.0], ""confidence"": 0.998254513853537, ""pixel_y"": 119.0, ""text"": ""500"", ""value"": 500.0}, {""bbox"": [21.0, 225.0, 86.0, 265.0], ""confidence"": 0.9999885749731856, ""pixel_y"": 245.0, ""text"": ""450"", ""value"": 450.0}, {""bbox"": [21.0, 353.0, 86.0, 390.0], ""confidence"": 0.9998942847569878, ""pixel_y"": 371.5, ""text"": ""400"", ""value"": 400.0}, {""bbox"": [21.0, 478.0, 87.0, 519.0], ""confidence"": 0.9999822430381455, ""pixel_y"": 498.5, ""text"": ""350"", ""value"": 350.0}, {""bbox"": [21.0, 605.0, 86.0, 643.0], ""confidence"": 0.9998127281220254, ""pixel_y"": 624.0, ""text"": ""300"", ""value"": 300.0}, {""bbox"": [21.0, 733.0, 87.0, 772.0], ""confidence"": 0.5925015211105347, ""pixel_y"": 752.5, ""text"": ""250"", ""value"": 250.0}, {""bbox"": [21.0, 859.0, 86.0, 897.0], ""confidence"": 0.9974805170313186, ""pixel_y"": 878.0, ""text"": ""200"", ""value"": 200.0}]",[245.90532949297074],245.90532949297074,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 245.90532949297074, ""option_values"": [[""A"", 250.0, ""250""], [""B"", 270.0, ""270""], [""C"", 290.0, ""290""], [""D"", 310.0, ""310""]], ""selected_option"": ""A""}",A,A,,1,0,1
4178,6eb457f11bf9bbfa8a2b8021d0be93c4f6fe67a06cb3be6a37637873202f7ec5,bar,single_choice,direct,What was the monthly wholesale volume for passenger vehicles in January 2023?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,C,,0,1,1
4180,3086233958a661621f6d91aa1344fa9aba6851e381b20b2951eb0bffe2f1f10c,line,numerical,difference,By how much did the closing price increase from 2021 to 2024?,x_grounding_unrecoverable | x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,66.7,0.10000000149011612,0,0,0
4207,67c5d73cd747e1289b63f76c96ffd32308f653538108f6522b8d07844ecced04,line,single_choice,direct,What is the approximate closing price of JD.com around mid-2022?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,A,,0,1,1
4271,d6527f2e8dad46d9282e21c34d300bca4979bc8fd69b1fbc2ef5413206c1ad52,line,numerical,growth_rate,By what percentage did the number of transits decrease from November 2023 to February 2024?,success,,"[""November2023"", ""February2024""]","[""Nov-23"", ""Feb-24""]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""global_robust_side_disagreement"", ""fitted_segments"": [{""inlier_count"": 108, ""median_residual"": 16.97214642744912, ""side"": ""all"", ""slope"": 0.1713089287584812, ""target_y"": 178.0726472949488, ""x_max"": 474.0, ""x_min"": 361.0}], ""local_columns"": 114, ""local_fit_residual_pixels"": 16.97214642744912, ""method"": ""auto_x_local_line_fit"", ""point"": [417.5, 178.0726472949488], ""score"": 0.05564165660661909, ""search_window"": [361.0, 474.0], ""target_x"": 417.5, ""target_y"": 178.0726472949488, ""window_half_width"": 56.32}, {""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 88, ""median_residual"": 1.2698261515854483, ""side"": ""all"", ""slope"": -0.3283002143757928, ""target_y"": 307.97737041840185, ""x_max"": 980.0, ""x_min"": 878.0}, {""inlier_count"": 56, ""median_residual"": 2.729731745654874, ""side"": ""left"", ""slope"": -0.17702682543451062, ""target_y"": 310.86643264529397, ""x_max"": 935.0, ""x_min"": 878.0}, {""inlier_count"": 46, ""median_residual"": 0.20251593022845782, ""side"": ""right"", ""slope"": -0.2553459262226525, ""target_y"": 305.98431836414716, ""x_max"": 980.0, ""x_min"": 935.0}], ""local_columns"": 103, ""local_fit_residual_pixels"": 0.20251593022845782, ""method"": ""auto_x_local_line_fit"", ""point"": [935.0, 308.4253755047206], ""score"": 0.8315898150388883, ""search_window"": [878.0, 992.0], ""target_x"": 935.0, ""target_y"": 308.4253755047206, ""window_half_width"": 56.32}]","[{""bbox"": [18.0, 50.0, 54.0, 80.0], ""confidence"": 0.9993553826752677, ""pixel_y"": 65.0, ""text"": ""60"", ""value"": 60.0}, {""bbox"": [18.0, 151.0, 54.0, 179.0], ""confidence"": 0.9999997471189183, ""pixel_y"": 165.0, ""text"": ""40"", ""value"": 40.0}, {""bbox"": [18.0, 250.0, 54.0, 278.0], ""confidence"": 0.9999973026027609, ""pixel_y"": 264.0, ""text"": ""20"", ""value"": 20.0}, {""bbox"": [32.0, 352.0, 53.0, 377.0], ""confidence"": 0.9999702444546157, ""pixel_y"": 364.5, ""text"": ""0"", ""value"": 0.0}]","[37.328737280924706, 11.193048927020584]",-70.0149275267869,"{""executor"": ""python"", ""formula"": ""growth_rate"", ""numeric_answer"": -70.0149275267869}",-70.0149275267869,50,5.0,0,0,0
4281,b5a5d662d5c0751194ae18db2a06c8fdc5a7dfc455cc51bab343e199ad64f5e6,bar,single_choice,direct,What is the gross margin expansion for FY22?,direct_data_value_or_numeric_annotation_present,bar_chart_analysis,[],[],[],[],[],,{},,B,,0,1,1
4364,64be240c99f99490d66ffd6ddc5c3ae756f1b8448b06c9b22ca065d39e8041bf,bar,single_choice,direct,What was the US sales figure in 1QFY16?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,D,,0,1,1
4375,1a07d6768ce43cafb7d41d68bba02fffbcba7ba6196473d8a0ec4f08a18cd606,line,single_choice,direct,What is the approximate value of P/E around February 2015?,ambiguous_series,x_grounding_or_line_fit,[],[],[],[],[],,{},,C,,0,0,0
4493,eb3ae8c605d144c2c8eaaf8cbb4b543583360eba6abec24fa388a35841244870,line,single_choice,direct,What is the value of the IT P/E ratio for the year 2020?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,C,,0,1,1
4569,95792d78d106fa369c19386c2f7ae106fe14c060669148a310eb861ff6dc9a23,bar,single_choice,direct,What was the delinquency rate for Medium enterprises in 4Q20?,direct_data_value_or_numeric_annotation_present,bar_chart_analysis,[],[],[],[],[],,{},,A,,0,1,1
4597,4298c531dd2c4f0d1808771945c939ddc9d2e4cfcf74ca3e63213c35301dbd32,line,single_choice,direct,What was the percentage of PV EV penetration in June 2023 according to the chart?,success,,"[""June2023""]",[null],"[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 20, ""median_residual"": 0.49797342415830315, ""side"": ""all"", ""slope"": -0.7510132879208544, ""target_y"": 132.63048161152818, ""x_max"": 858.0, ""x_min"": 839.0}, {""inlier_count"": 10, ""median_residual"": 0.12024141810744027, ""side"": ""left"", ""slope"": -0.9519034327570247, ""target_y"": 131.60222171934052, ""x_max"": 848.0, ""x_min"": 839.0}, {""inlier_count"": 10, ""median_residual"": 0.1842778104305296, ""side"": ""right"", ""slope"": -0.527604656195937, ""target_y"": 131.6132512907813, ""x_max"": 858.0, ""x_min"": 849.0}], ""local_columns"": 20, ""local_fit_residual_pixels"": 0.12024141810744027, ""method"": ""auto_x_local_line_fit"", ""point"": [848.7500000000242, 131.60773650506093], ""score"": 0.8926647272954978, ""search_window"": [839.0, 858.0], ""target_x"": 848.7500000000242, ""target_y"": 131.60773650506093, ""window_half_width"": 9.0}]","[{""bbox"": [22.0, 20.0, 75.0, 48.0], ""confidence"": 0.8511153536260865, ""pixel_y"": 34.0, ""text"": ""45%"", ""value"": 45.0}, {""bbox"": [22.0, 70.0, 75.0, 96.0], ""confidence"": 0.776284081573849, ""pixel_y"": 83.0, ""text"": ""40%"", ""value"": 40.0}, {""bbox"": [20.0, 164.0, 75.0, 192.0], ""confidence"": 0.8490997552871704, ""pixel_y"": 178.0, ""text"": ""30%"", ""value"": 30.0}, {""bbox"": [20.0, 260.0, 75.0, 288.0], ""confidence"": 0.8686199217560453, ""pixel_y"": 274.0, ""text"": ""20%"", ""value"": 20.0}, {""bbox"": [22.0, 356.0, 75.0, 384.0], ""confidence"": 0.979879689490576, ""pixel_y"": 370.0, ""text"": ""10%"", ""value"": 10.0}]",[34.86150071832722],34.86150071832722,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 34.86150071832722, ""option_values"": [[""A"", 35.0, ""35%""], [""B"", 30.0, ""30%""], [""C"", 25.0, ""25%""], [""D"", 20.0, ""20%""]], ""selected_option"": ""A""}",A,B,,0,1,0
4631,b54fc3788f9fb1294f0c1a89aebe2dd618b97e10e72c1836db74c8d9b3b74a90,bar,numerical,direct,What is the approximate cash return yield for Specialty Chemicals?,success,,"[""Cash return yield (%)""]",[],"[{""bar_id"": ""bar_00"", ""bbox"": [144, 418, 68, 42]}]","[{""bbox"": [22.0, 18.0, 61.0, 42.0], ""confidence"": 0.9984138607978821, ""pixel_y"": 30.0, ""text"": ""35.0"", ""value"": 35.0}, {""bbox"": [23.0, 82.0, 58.0, 100.0], ""confidence"": 0.9989297986030579, ""pixel_y"": 91.0, ""text"": ""30.0"", ""value"": 30.0}, {""bbox"": [23.0, 143.0, 60.0, 164.0], ""confidence"": 0.9942117929458618, ""pixel_y"": 153.5, ""text"": ""25.0"", ""value"": 25.0}, {""bbox"": [22.0, 202.0, 59.0, 226.0], ""confidence"": 0.9957398772239685, ""pixel_y"": 214.0, ""text"": ""20.0"", ""value"": 20.0}, {""bbox"": [23.0, 263.0, 61.0, 288.0], ""confidence"": 0.9963408708572388, ""pixel_y"": 275.5, ""text"": ""15.0"", ""value"": 15.0}, {""bbox"": [24.0, 327.0, 60.0, 348.0], ""confidence"": 0.9910937459267098, ""pixel_y"": 337.5, ""text"": ""10.0"", ""value"": 10.0}, {""bbox"": [32.0, 389.0, 58.0, 407.0], ""confidence"": 0.9615831618880671, ""pixel_y"": 398.0, ""text"": ""5.0"", ""value"": 5.0}, {""bbox"": [32.0, 450.0, 58.0, 469.0], ""confidence"": 0.9989453923346359, ""pixel_y"": 459.5, ""text"": ""0.0"", ""value"": 0.0}]",[3.3948653392222],3.3948653392222,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 3.3948653392222}",3.3948653392222,3,2.0,1,1,1
4748,c8a47375bcb525c54340ed1b965bf9b9c81e94b54d8bf8999e5505bfc4c90d51,bar,single_choice,direct,What is the approximate CoC % for the period of Jan 2020?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,C,,0,1,1
4763,27e72fd9d38760dbb9f8cc069f4c70a3f1dc80b7254e96ae0141523330b5a358,line,numerical,direct,What was the PE value in July 2020?,ambiguous_series,x_grounding_or_line_fit,[],[],[],[],[],,{},,55,5.0,0,0,0
4824,22bcad85ddabb26217b7b7963328ab55a9b0d97a9624113982696ac7be1970fe,line,single_choice,direct,What was the closing price of Eureka Forbes stock around July 2021?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,D,,0,0,0
4884,ce7e47dc33d73f3823f72ac6cb4c81ee8680cb20ba96baf19624dc1d0bef14d2,line,single_choice,direct,What was the approximate closing price of Budweiser Brewing Company APAC in July 2021?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,A,,0,0,0
5100,83aa7f614c60dce753a4f4be142634809b6f072946315bc50411be12f3148598,line,numerical,difference,What is the value difference between the service supplier category in 2021 and 2023?,x_grounding_unrecoverable | x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,1000,0.5,0,0,0
5127,46a7216d1a4be8d9fd60665f2abde4cda4a68e36a7a23cad68be5830d8e4fb03,line,single_choice,direct,What was the closing price of Stellantis N.V. in April 2021?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,C,,0,0,0
5146,4ea83410fe19bf13b4bc6029680a6d1d9f711d66c227b1e6488b5455e32f3aec,bar,single_choice,direct,What was the Germany revenue in 3QFY19?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,B,,0,0,0
5255,2b6e12727984364e64bba1bbae5302f0bca5ab68a30615b9b451aea975b27cb4,line,single_choice,direct,What was the PE ratio around August 2020?,ambiguous_series,x_grounding_or_line_fit,[],[],[],[],[],,{},,A,,0,1,1
